City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Cururupu,BR,-1.8283,-44.8683,75.4,90,42,4.03,scattered clouds
460,Thyolo,MW,-16.0678,35.1405,57.92,90,88,2.28,overcast clouds
461,Iralaya,HN,15.0,-83.2333,81.72,85,82,15.05,broken clouds
462,Phan Thiet,VN,10.9333,108.1,78.55,86,100,6.89,overcast clouds
463,Finschhafen,PG,-6.6024,147.8681,80.01,81,99,7.14,moderate rain
464,Faya,SA,18.3851,42.4509,68.52,38,51,3.94,broken clouds
465,Pokaran,IN,26.9167,71.9167,87.12,69,100,3.51,overcast clouds
466,Zhanakorgan,KZ,43.9098,67.2495,82.47,30,0,8.19,clear sky
467,Broken Hill,AU,-31.95,141.4333,38.66,72,5,6.78,clear sky
468,Ucluelet,CA,48.9329,-125.5528,65.08,81,89,1.99,overcast clouds
469,Pedregal,PA,8.3667,-82.4333,84.29,79,40,5.75,scattered clouds
470,Brooks,CA,50.5834,-111.8851,58.62,93,97,8.05,moderate rain
471,Hasaki,JP,35.7333,140.8333,81.28,85,100,13.22,overcast clouds
472,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,93,20,17.27,few clouds
473,Vodnyy,RU,63.5046,53.4095,60.3,72,72,4.81,broken clouds
474,Vila Velha,BR,-20.3297,-40.2925,73.35,84,0,4.61,clear sky
475,Yokadouma,CM,3.5167,15.05,68.77,99,100,0.96,overcast clouds
476,North Bend,US,43.4065,-124.2243,87.24,81,0,26.46,clear sky
477,Abha,SA,18.2164,42.5053,68.25,46,0,0.0,clear sky
478,Menongue,AO,-14.6585,17.691,49.26,49,0,3.98,clear sky
479,Lima,PE,-12.0432,-77.0282,69.91,66,75,9.22,broken clouds
480,Campbell River,CA,50.0163,-125.2446,66.6,60,95,7.38,overcast clouds
481,Gladstone,AU,-23.85,151.25,59.79,76,4,8.05,clear sky
482,Ambon,ID,-3.6954,128.1814,76.23,16,75,2.3,light rain
483,Aasiaat,GL,68.7098,-52.8699,41.2,84,56,6.71,broken clouds
484,Tamandare,BR,-8.7597,-35.1047,75.24,83,24,11.68,few clouds
485,Suba,PH,10.8438,121.0102,80.73,78,100,5.32,light rain
486,Muroto,JP,33.2833,134.15,80.51,89,100,20.56,heavy intensity rain
487,Xiaoshan,CN,30.1675,120.2588,82.26,89,100,2.24,overcast clouds
488,Klaksvik,FO,62.2266,-6.589,50.92,87,100,11.7,overcast clouds
489,Northam,GB,51.0333,-4.2167,70.25,41,44,7.61,scattered clouds
490,La Ronge,CA,55.1001,-105.2842,84.42,28,40,10.36,scattered clouds
491,San Alberto,CO,7.7611,-73.3922,83.03,84,63,3.02,broken clouds
492,Ahipara,NZ,-35.1667,173.1667,61.27,82,84,11.97,broken clouds
493,Price,US,39.5994,-110.8107,96.06,13,0,11.5,clear sky
494,Tautira,PF,-17.7333,-149.15,75.63,73,15,6.87,light rain
495,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,46,0,18.41,clear sky
496,Teavaro,PF,-17.5,-149.7667,81.88,57,20,11.5,few clouds
497,Ayan,RU,56.45,138.1667,56.66,97,100,10.49,overcast clouds
498,Vao,NC,-22.6667,167.4833,72.34,87,100,15.35,light rain
499,Mehran,IR,33.1222,46.1646,97.9,11,0,8.43,clear sky
500,Acapulco,MX,16.8634,-99.8901,85.82,74,75,5.75,broken clouds
501,Half Moon Bay,US,37.4636,-122.4286,99.88,68,0,21.85,mist
502,Laguna,US,38.421,-121.4238,105.31,16,0,11.5,clear sky
503,Kavaratti,IN,10.5669,72.642,80.1,81,100,22.48,overcast clouds
504,Inirida,CO,3.8653,-67.9239,79.45,93,77,1.03,light rain
505,Makaha,US,21.4694,-158.2175,83.53,61,100,11.5,overcast clouds
506,Lienz,AT,46.8289,12.769,67.89,87,79,2.71,broken clouds
507,Mirnyy,RU,62.5353,113.9611,58.68,79,100,2.57,overcast clouds
508,Haines Junction,CA,60.7522,-137.5108,66.15,42,95,11.5,overcast clouds
509,Mayo,US,38.8876,-76.5119,91.51,78,100,9.22,overcast clouds
510,Wegorzewo,PL,54.2157,21.7372,58.14,96,100,6.13,overcast clouds
511,San Luis Rio Colorado,MX,32.4631,-114.7767,111.25,23,5,15.79,clear sky
512,Bonthe,SL,7.5264,-12.505,76.93,84,99,15.64,light rain
513,Honningsvag,NO,70.9821,25.9704,53.35,94,40,4.61,scattered clouds
514,Jalu,LY,29.0331,21.5482,85.77,29,0,13.98,clear sky
515,Cacu,BR,-18.5567,-51.1308,74.95,28,11,6.13,few clouds
516,Shelburne,CA,44.0787,-80.2041,78.76,55,71,9.86,broken clouds
517,Upata,VE,8.0086,-62.3989,82.18,92,69,3.74,broken clouds
518,Santa Maria,BR,-29.6842,-53.8069,50.43,90,0,3.83,clear sky
519,Verkh-Usugli,RU,52.7,115.1667,58.82,66,0,0.78,clear sky
520,Tupik,RU,54.4253,119.9327,60.62,89,0,3.11,clear sky
521,Kushiro,JP,42.975,144.3747,67.15,94,75,2.3,broken clouds
522,Avera,US,33.194,-82.5271,90.91,55,76,10.74,broken clouds
523,Omboue,GA,-1.5746,9.2618,72.57,84,57,6.82,broken clouds
524,Nanortalik,GL,60.1432,-45.2371,46.24,82,86,3.06,overcast clouds
525,Hobyo,SO,5.3505,48.5268,75.76,80,51,25.39,broken clouds
526,Sylvania,US,41.7189,-83.713,87.87,53,0,9.22,clear sky
527,Paita,PE,-5.0892,-81.1144,66.56,77,79,16.93,broken clouds
528,Porto Novo,BJ,6.4965,2.6036,74.77,82,78,6.11,broken clouds
529,Yarkovo,RU,57.4028,67.0786,57.06,81,18,4.03,few clouds
530,Mahajanga,MG,-15.7167,46.3167,69.82,64,20,9.22,few clouds
531,Kaeo,NZ,-35.1,173.7833,61.32,96,89,11.32,overcast clouds
532,Catamarca,AR,-28.4696,-65.7852,55.78,44,0,1.99,clear sky
533,Agogo,GH,6.8,-1.0819,68.76,85,80,7.9,broken clouds
534,Prado,BR,-17.3411,-39.2208,71.26,77,34,5.86,scattered clouds
535,Samana,DO,19.2056,-69.3369,82.36,74,8,10.09,clear sky
536,Yangjiang,CN,21.85,111.9667,81.03,91,100,6.58,overcast clouds
537,Atasu,KZ,48.6814,71.6433,67.6,57,15,9.69,few clouds
538,Uruana,BR,-15.4981,-49.6875,75.85,25,0,6.64,clear sky
539,Bone,DE,51.9669,12.1396,69.82,54,95,6.69,overcast clouds
540,Ust-Maya,RU,60.4167,134.5333,71.24,51,100,9.91,overcast clouds
541,Taksimo,RU,56.3444,114.8794,61.14,82,0,0.34,clear sky
542,Svolvaer,NO,68.2342,14.5683,53.58,93,75,12.66,moderate rain
543,Belyy Yar,RU,53.6039,91.3903,57.09,76,0,6.71,clear sky
544,Sumbe,AO,-11.2061,13.8437,68.41,90,2,6.91,clear sky
545,Chernyshevskiy,RU,63.0128,112.4714,54.88,81,100,2.68,overcast clouds
546,Nova Odesa,UA,47.3078,31.7851,62.17,53,37,7.52,scattered clouds
547,Lydenburg,ZA,-25.0978,30.4597,48.4,85,0,0.72,clear sky
548,Grand-Santi,GF,4.25,-54.3833,74.8,98,60,3.51,light rain
549,Abaetetuba,BR,-1.7181,-48.8825,78.57,82,86,6.6,light rain
550,Listvyanskiy,RU,54.4399,83.4984,50.76,98,72,5.84,broken clouds
551,Sorong,ID,-0.8833,131.25,76.91,87,96,4.7,overcast clouds
552,Tete,MZ,-16.1564,33.5867,68.65,70,75,3.98,broken clouds
553,Karratha,AU,-20.7377,116.8463,66.78,68,2,6.13,clear sky
554,Xuddur,SO,4.1213,43.8894,71.4,72,90,20.49,overcast clouds
555,Port Lincoln,AU,-34.7333,135.8667,52.84,62,100,9.82,overcast clouds
556,Goundam,ML,16.4145,-3.6708,96.31,33,68,6.8,broken clouds
557,Camacari,BR,-12.6975,-38.3242,74.97,90,39,7.38,scattered clouds
558,Port Said,EG,31.2565,32.2841,81.19,67,0,3.24,clear sky
559,Ilebo,CD,-4.3167,20.5833,71.6,86,64,2.04,broken clouds
560,Hegang,CN,47.4,130.3667,62.42,98,91,6.91,overcast clouds
561,Sitka,US,57.0531,-135.33,55.29,82,100,4.61,overcast clouds
562,Myski,RU,53.709,87.8014,52.41,97,100,3.58,overcast clouds
563,Fort-Shevchenko,KZ,44.5086,50.263,80.8,68,0,6.26,clear sky
564,Skelleftea,SE,64.7507,20.9528,59.36,63,100,5.75,overcast clouds
565,Boa Viagem,BR,-5.1275,-39.7322,75.07,48,5,1.9,clear sky
566,Champerico,GT,14.3,-91.9167,93.74,71,57,6.8,broken clouds
567,Pangnirtung,CA,66.1451,-65.7125,42.8,87,75,16.11,broken clouds
568,Solnechnyy,RU,50.7214,136.6319,56.44,98,100,4.94,overcast clouds
569,Bathurst,AU,-33.4166,149.5806,32.97,84,34,1.01,scattered clouds
570,Atar,MR,20.5169,-13.0499,94.46,29,44,10.74,scattered clouds
571,Savannakhet,LA,16.566,104.751,77.0,91,83,5.73,broken clouds
572,Marang,MY,5.2056,103.2059,80.51,87,100,5.32,overcast clouds
573,Severnyy,RU,50.677,36.5532,57.24,82,0,8.95,clear sky
574,Pochutla,MX,15.7432,-96.4661,90.82,65,76,4.85,broken clouds
575,Agucadoura,PT,41.4318,-8.7804,70.25,91,3,8.08,clear sky
576,Altay,CN,47.8667,88.1167,52.59,68,0,2.71,clear sky
577,Cikupa,ID,-6.2364,106.5083,78.91,89,32,2.35,scattered clouds
578,Berdigestyakh,RU,62.0989,126.6992,72.07,61,33,2.3,scattered clouds
579,Bushenyi,UG,-0.5853,30.2114,63.79,55,98,1.7,overcast clouds
580,Alamogordo,US,32.8995,-105.9603,101.21,22,0,11.5,clear sky
581,Beringovskiy,RU,63.05,179.3167,53.4,51,8,24.94,clear sky
582,Ingham,US,42.6,-84.3833,86.92,48,0,10.36,clear sky
583,Boulder,US,40.0833,-105.3505,91.62,25,40,11.99,scattered clouds
584,Beira,MZ,-19.8436,34.8389,68.09,100,75,4.61,broken clouds
585,Celestun,MX,20.8667,-90.4,86.07,69,44,13.82,scattered clouds
586,Sangar,RU,63.9242,127.4739,73.6,75,42,8.28,scattered clouds
587,Sabla,NG,12.7525,4.7077,74.37,87,88,6.76,overcast clouds
588,Hofn,IS,64.2539,-15.2082,50.88,83,77,9.26,broken clouds
589,Nianzishan,CN,47.5167,122.8833,67.26,88,42,3.69,scattered clouds
590,Warrnambool,AU,-38.3833,142.4833,48.42,62,100,11.1,overcast clouds
591,Orlik,RU,52.5178,99.825,53.04,96,94,2.82,overcast clouds
592,Natal,BR,-5.795,-35.2094,77.22,94,75,8.05,broken clouds
593,Atambua,ID,-9.1061,124.8925,62.89,82,100,5.97,overcast clouds
594,Laureles,US,26.1092,-97.4941,96.84,59,0,17.27,clear sky
595,Luwuk,ID,-0.9516,122.7875,74.97,90,100,5.88,overcast clouds
596,Petrolina,BR,-9.3986,-40.5008,80.65,41,20,5.75,light rain
597,Barra Do Garcas,BR,-15.89,-52.2567,76.12,24,1,2.75,clear sky
598,Magdagachi,RU,53.45,125.8,67.19,83,100,3.62,overcast clouds
599,Pacific Grove,US,36.6177,-121.9166,76.01,80,0,12.66,clear sky
600,Macedo De Cavaleiros,PT,41.5382,-6.9611,67.41,59,0,4.94,clear sky
601,Den Helder,NL,52.9599,4.7593,72.99,69,16,4.0,few clouds
602,Norrkoping,SE,58.5942,16.1826,63.59,82,87,5.75,overcast clouds
603,High Level,CA,58.5169,-117.136,80.71,39,75,5.75,broken clouds
604,Anloga,GH,5.7947,0.8973,76.51,79,79,14.14,broken clouds
605,Moss Vale,AU,-34.55,150.3833,41.14,91,17,4.68,few clouds
606,Konya,TR,38.1667,32.5,63.88,74,44,10.78,scattered clouds
607,Fatehabad,IN,29.5167,75.45,94.26,46,81,4.61,broken clouds
608,Danjiangkou,CN,32.5428,111.5086,74.46,74,99,4.9,overcast clouds
609,Bubaque,GW,11.2833,-15.8333,79.43,84,99,12.33,overcast clouds
610,Halifax,CA,44.6453,-63.5724,78.69,71,89,5.01,overcast clouds
611,Bonavista,CA,48.6499,-53.1147,63.59,85,59,24.14,light rain
612,Prokhorovka,RU,51.0374,36.7325,56.77,95,0,7.34,clear sky
613,Yar-Sale,RU,66.8333,70.8333,56.1,63,82,7.81,broken clouds
614,Houma,US,29.5958,-90.7195,89.02,85,40,6.91,scattered clouds
615,Ewa Beach,US,21.3156,-158.0072,83.57,68,75,20.71,light rain
616,Kupang,ID,-10.1667,123.5833,69.24,81,53,10.45,broken clouds
617,Grande Prairie,CA,55.1667,-118.8027,78.98,38,40,21.85,scattered clouds
618,Gamba,GA,-2.65,10.0,69.93,92,78,4.16,broken clouds
619,Poronaysk,RU,49.2167,143.1167,53.92,96,100,1.59,overcast clouds
620,Mount Isa,AU,-20.7333,139.5,53.37,50,0,9.22,clear sky
621,Novaya Bryan,RU,51.7159,108.2691,64.27,59,92,0.76,overcast clouds
622,Grootfontein,NA,-19.5667,18.1167,38.77,70,0,3.44,clear sky
623,Nuevo Progreso,MX,23.1667,-97.95,93.54,51,4,16.62,clear sky
624,Narsaq,GL,60.9167,-46.05,59.22,71,100,2.91,overcast clouds
625,Svodin,SK,47.9105,18.4997,70.14,42,24,1.79,few clouds
626,Malayal,PH,7.208,121.942,75.0,84,100,5.06,overcast clouds
627,Uvat,RU,59.1433,68.8953,56.5,73,56,3.04,broken clouds
628,Brae,GB,60.3964,-1.353,55.54,87,72,7.4,broken clouds
629,Mwense,ZM,-10.3845,28.698,61.74,54,14,3.69,few clouds
630,Yarada,IN,17.65,83.2667,79.12,94,75,2.3,mist
631,Geelong,AU,-38.1471,144.3607,44.22,86,78,4.61,broken clouds
632,Trincomalee,LK,8.5711,81.2335,78.93,82,100,8.84,overcast clouds
633,San Quintin,MX,30.4833,-115.95,75.52,61,2,9.42,clear sky
634,Saurimo,AO,-9.6608,20.3916,61.99,41,5,5.55,clear sky
635,Pangkalanbuun,ID,-2.6833,111.6167,71.92,98,98,2.06,overcast clouds
636,Adrar,MR,20.5022,-10.0711,99.03,15,65,4.81,broken clouds
637,San Andres,CO,12.5847,-81.7006,86.02,74,100,14.97,overcast clouds
638,Kulhudhuffushi,MV,6.6221,73.07,81.63,73,100,14.18,overcast clouds
639,Lasa,IT,46.6166,10.7002,72.48,80,86,0.74,overcast clouds
640,Shitanjing,CN,39.2342,106.3439,69.46,39,100,8.3,overcast clouds
641,Genhe,CN,50.7833,121.5167,62.53,95,93,1.25,overcast clouds
642,Terney,RU,45.0503,136.6092,65.28,87,80,1.05,broken clouds
643,Chepareria,KE,1.3077,35.2039,60.94,91,91,1.61,light rain
644,Ixtapa,MX,20.7,-105.2,88.83,55,40,11.5,scattered clouds
645,Kota Belud,MY,6.351,116.4305,77.54,75,100,3.4,heavy intensity rain
646,Cobija,BO,-11.0267,-68.7692,82.15,58,1,1.48,clear sky
647,Lavumisa,SZ,-27.31,31.892,60.26,90,0,3.53,clear sky
648,Aksarka,RU,66.5606,67.7975,58.14,68,99,6.64,overcast clouds
649,Port Augusta,AU,-32.5,137.7667,39.83,77,3,4.45,clear sky
650,Pedasi,PA,7.5333,-80.0333,84.07,80,65,11.81,broken clouds
651,Ilhabela,BR,-23.7781,-45.3581,68.83,94,98,4.81,light rain
652,Mbandaka,CD,0.0487,18.2603,67.98,98,100,3.74,moderate rain
653,Sambava,MG,-14.2667,50.1667,69.51,80,71,16.93,light rain
654,Kjollefjord,NO,70.9457,27.3465,58.82,77,0,5.75,clear sky
655,Arica,CL,-18.475,-70.3042,62.15,77,0,8.05,clear sky
656,Tsimlyansk,RU,47.6461,42.1019,67.95,40,0,13.47,clear sky
657,Vuktyl,RU,63.8567,57.3094,59.76,84,64,3.65,broken clouds
658,Tuatapere,NZ,-46.1333,167.6833,44.85,91,100,3.47,overcast clouds
659,Korla,CN,41.7597,86.1469,80.55,18,5,12.66,clear sky
660,Elko,US,41.0002,-115.5012,95.02,21,64,21.99,broken clouds
661,Canutama,BR,-6.5339,-64.3831,84.81,53,32,2.21,scattered clouds
662,Longyan,CN,25.1072,117.0225,75.92,99,100,2.66,overcast clouds
663,Ati,TD,13.2154,18.3353,85.66,53,30,9.26,scattered clouds
664,Sao Francisco Do Sul,BR,-26.2433,-48.6381,63.03,90,100,0.92,moderate rain
665,Massakory,TD,12.996,15.7293,81.86,60,15,7.4,few clouds
666,Oslavany,CZ,49.1233,16.3365,70.81,64,0,3.44,clear sky
667,Karimpur,IN,23.9667,88.6167,80.17,89,100,7.67,overcast clouds
668,Phitsanulok,TH,16.9167,100.5,76.46,83,55,1.68,broken clouds
669,Taywarah,AF,33.35,64.4167,61.99,19,0,6.53,clear sky
670,Forbes,AU,-33.3833,148.0167,39.92,78,15,6.35,few clouds
671,Kloulklubed,PW,7.0419,134.2556,82.51,69,89,1.95,overcast clouds
672,Mamallapuram,IN,12.6264,80.1722,83.05,76,100,7.07,overcast clouds
673,Thai Nguyen,VN,21.5928,105.8442,78.58,97,100,3.24,overcast clouds
674,Arman,RU,59.7,150.1667,59.02,84,100,3.76,overcast clouds
675,Palafrugell,ES,41.9174,3.1631,78.71,72,0,1.99,clear sky
676,Uto,JP,32.6833,130.6667,81.0,91,100,17.69,overcast clouds
677,Taloqan,AF,36.7361,69.5345,82.49,14,0,6.38,clear sky
678,Uruzgan,AF,32.8333,66.0,79.54,29,0,0.83,clear sky
679,Nacala,MZ,-14.5428,40.6728,66.78,91,11,6.42,few clouds
680,Mariental,NA,-24.6333,17.9667,55.72,30,0,11.56,clear sky
681,Nemuro,JP,43.3236,145.575,60.48,99,100,6.71,overcast clouds
682,Mossendjo,CG,-2.9506,12.7261,67.89,83,69,4.41,broken clouds
683,Rawson,AR,-43.3002,-65.1023,45.52,47,68,16.17,broken clouds
684,Bow Island,CA,49.8668,-111.3684,65.41,77,100,23.02,overcast clouds
685,Virginia Beach,US,36.8529,-75.978,93.06,67,75,12.66,broken clouds
686,Pljevlja,ME,43.3333,19.3333,53.33,56,53,1.68,broken clouds
687,Sorland,NO,67.667,12.6934,51.66,84,88,13.0,overcast clouds
688,Qaqortoq,GL,60.7167,-46.0333,47.53,78,100,3.96,overcast clouds
689,Crowley,US,30.2141,-92.3746,92.98,66,86,9.01,overcast clouds
690,Tshikapa,CD,-6.4167,20.8,77.32,33,33,0.72,scattered clouds
